,week,weekday,hour,minute,CellID,smsin,smsout,callin,callout,internet,idx,relativeHumidity,precipitation,temperature,windSpeed
13001,46,5,0,0,6561,3.3289578318939474,0.7893194623870509,6.759487835286014,1.9402856868336549,292.6005947477273,47088.0,99.0,,9.0,
13007,46,5,0,10,6561,0.9605736752256578,0.0,0.8755852230670589,0.3157334992949913,280.5670368598701,47089.0,99.0,,9.016666666666666,
13013,46,5,0,20,6561,5.172873195028289,0.17167998234574336,2.0168726540014945,4.147125120548959,266.71754272996924,47090.0,99.0,,9.033333333333333,
13019,46,5,0,30,6561,0.7893194623870509,0.7888936928799145,0.2674052858959223,2.026125678006527,309.62460760387074,47091.0,99.0,,9.05,
13025,46,5,0,40,6561,2.7100410433312305,2.814593601379305,0.0004257695071363663,0.17167998234574336,287.3360323890164,47092.0,99.0,,9.066666666666666,
13031,46,5,0,50,6561,0.8837490261467936,0.8747336840527862,0.0004257695071363663,0.44810061033567294,297.2040483160966,47093.0,99.0,,9.083333333333332,
13037,46,5,1,0,6561,0.27469911869235714,0.0008515390142727325,0.0008515390142727325,3.8797198346530366,260.6797321970744,47094.0,99.0,,9.1,
13043,46,5,1,10,6561,1.577787385759829,0.8747336840527862,1.5782131552669654,2.3671068481468804,247.7810675538799,47095.0,99.0,,9.1,
13049,46,5,1,20,6561,2.38777244006608,4.0303084555724435,1.9398599173265183,3.853194855286266,233.8264555349369,47096.0,99.0,,9.1,
13055,46,5,1,30,6561,0.09400379425260637,0.0,0.0,0.08583999117287168,232.17931946129482,47097.0,99.0,,9.1,
13061,46,5,1,40,6561,1.142564739455845,0.001703078028545465,0.0,0.0004257695071363663,204.68670514471646,47098.0,99.0,,9.1,
13067,46,5,1,50,6561,2.0351410201005344,1.1526693024751495,0.0,2.301932448893208,208.0559443331874,47099.0,99.0,,9.1,
13073,46,5,2,0,6561,0.7888936928799145,0.0,0.08583999117287168,0.2674052858959223,207.96205853649357,47100.0,99.0,,9.1,
13079,46,5,2,10,6561,2.301932448893208,0.0,0.0,0.0,198.3412439710751,47101.0,99.0,,9.066666666666666,
13085,46,5,2,20,6561,1.9398599173265183,0.0,0.7888936928799145,0.7888936928799145,211.68492924530742,47102.0,99.0,,9.033333333333333,
13091,46,5,2,30,6561,1.150966224446604,2.728753610206433,0.0,0.0,207.59429647028114,47103.0,99.0,,9.0,
13097,46,5,2,40,6561,1.5041930702463708,0.0021288475356818315,1.577787385759829,0.0,229.287134006727,47104.0,99.0,,8.966666666666667,
