,week,weekday,hour,minute,CellID,smsin,smsout,callin,callout,internet,idx,relativeHumidity,precipitation,temperature,windSpeed
12999,46,5,0,0,6372,6.9693244364226725,5.553979379092929,1.9117063940907773,0.09734718641338813,321.73023454031164,47088.0,91.0,0.0,8.6,
13005,46,5,0,10,6372,1.8143592076773896,1.9117063940907773,3.2461758803107665,2.2438337185906656,298.94823315439186,47089.0,91.16666666666667,0.0,8.566666666666666,
13011,46,5,0,20,6372,4.2195098928729395,0.5907914775181603,2.502497871608938,4.261494667995847,326.24043729802537,47090.0,91.33333333333333,0.0,8.533333333333333,
13017,46,5,0,30,6372,5.077191670151338,3.947692180409886,2.3075370576436067,4.748416543977654,297.8884535007119,47091.0,91.5,0.0,8.5,
13023,46,5,0,40,6372,2.327626335356681,2.4051506851955486,0.01355456964737192,1.6394876714251332,284.19318015344174,47092.0,91.66666666666667,0.0,8.466666666666667,
13029,46,5,0,50,6372,1.501218807087195,1.2235677301592291,0.09734718641338813,0.08455650436327516,304.17515520573613,47093.0,91.83333333333333,0.0,8.433333333333334,
13035,46,5,1,0,6372,5.144327704754172,4.894270920636917,1.2235677301592291,3.9890990118504037,281.2163473907439,47094.0,92.0,0.0,8.4,
13041,46,5,1,10,6372,2.5127966791862173,0.5907914775181603,0.6816039558658455,3.0379269378366183,318.795812117316,47095.0,92.16666666666667,0.0,8.383333333333333,
13047,46,5,1,20,6372,2.681472223786603,1.772374432554481,0.0,0.6179006168129041,280.000946762678,47096.0,92.33333333333333,0.0,8.366666666666667,
13053,46,5,1,30,6372,1.772374432554481,0.6043460471655322,0.02710913929474384,3.786086895186683,279.35239547445116,47097.0,92.5,0.0,8.350000000000001,
13059,46,5,1,40,6372,2.20213856853183,0.0,0.0,3.5615823807519438,287.00930160528117,47098.0,92.66666666666667,0.0,8.333333333333334,
13065,46,5,1,50,6372,4.194358633393014,1.2235677301592291,0.6043460471655322,2.3799994257156243,270.69569950938967,47099.0,92.83333333333333,0.0,8.316666666666666,
13071,46,5,2,0,6372,3.893999330315905,0.0,1.3060392807444523,1.101069284265915,255.1826675376785,47100.0,93.0,0.0,8.3,
13077,46,5,2,10,6372,2.7270023860436763,0.5907914775181603,0.5907914775181603,2.418705254842921,297.8892035919561,47101.0,92.83333333333333,0.0,8.216666666666667,
13083,46,5,2,20,6372,2.928983061590676,0.0,0.0,4.288603807290592,250.8571102993248,47102.0,92.66666666666667,0.0,8.133333333333333,
13089,46,5,2,30,6372,1.9740886669629265,0.5907914775181603,0.7925057119266055,1.2235677301592291,250.3265326771957,47103.0,92.5,0.0,8.05,
13095,46,5,2,40,6372,3.5482047445843734,0.0,0.11090175606076004,1.0067114187840644,265.98730561475946,47104.0,92.33333333333333,0.0,7.966666666666667,
13101,46,5,2,50,6372,0.02710913929474384,0.0,0.0,0.0,261.30789638750593,47105.0,92.16666666666667,0.0,7.883333333333333,
13107,46,5,3,0,6372,2.79293004604999,0.0,2.502497871608937,0.02710913929474384,233.6761809601917,47106.0,92.0,0.0,7.8,
13113,46,5,3,10,6372,1.8759898858950173,0.0,0.6043460471655322,3.0379269378366183,263.9007449447551,47107.0,92.16666666666667,0.0,7.65,
13119,46,5,3,20,6372,1.99598416437276,0.5907914775181603,1.1815829550363206,0.5907914775181603,251.30116563508446,47108.0,92.33333333333333,0.0,7.5,
