,week,weekday,hour,minute,CellID,smsin,smsout,callin,callout,internet,idx,relativeHumidity,precipitation,temperature,windSpeed
12998,46,5,0,0,5644,3.2681167497405217,0.5436786782756007,3.493455422759774,2.534943392430532,247.59374811426682,47088.0,99.0,,8.4,
13004,46,5,0,10,5644,4.312217389818803,2.3554521085601747,2.9156592847046383,0.4232998044747672,352.1964927061017,47089.0,99.0,,8.366666666666667,
13010,46,5,0,20,5644,3.117362882089213,1.389025208695172,1.2222591500092654,0.5744975865689109,217.6637606080949,47090.0,99.0,,8.333333333333334,
13016,46,5,0,30,5644,3.192405278843596,0.010291800602704348,1.0209431219863867,3.25885940815304,272.97742176223,47091.0,99.0,,8.3,
13022,46,5,0,40,5644,1.2846182812375342,2.232434841212639,0.07586533609359668,0.7989593455344979,198.36650837618112,47092.0,99.0,,8.266666666666666,
13028,46,5,0,50,5644,3.1879158688337377,1.0892391982475824,2.5340663299432027,0.7886675449317936,177.19492974504678,47093.0,99.0,,8.233333333333333,
13034,46,5,1,0,5644,1.8377279309405208,0.0,0.0,0.03279683279614394,195.8720162572288,47094.0,99.0,,8.2,
13040,46,5,1,10,5644,2.8529181054631363,0.06559366559228788,0.7886675449317936,0.15309155937337582,193.6907662905816,47095.0,99.0,,8.233333333333333,
13046,46,5,1,20,5644,0.09131310204835097,1.7993188663154758,0.0,0.3371225376770707,196.90925110019242,47096.0,99.0,,8.266666666666666,
13052,46,5,1,30,5644,0.10868229899113616,2.7335450742016514,0.8593970457747359,0.2271196117025432,186.12801421612744,47097.0,99.0,,8.3,
13058,46,5,1,40,5644,2.6868593231805513,0.010291800602704348,0.8883786703036167,1.0363707578397454,199.6113804966563,47098.0,99.0,,8.333333333333334,
13064,46,5,1,50,5644,0.9787315510748682,0.0,0.1048813467908213,0.0,204.8782485721149,47099.0,99.0,,8.366666666666667,
13070,46,5,2,0,5644,0.9539723358959046,0.7886675449317936,2.544358130545907,0.03793266804679834,154.45500951919857,47100.0,99.0,,8.4,
13076,46,5,2,10,5644,1.7630757173328382,0.06559366559228788,0.8195429467399067,0.7886675449317936,155.3584648534677,47101.0,99.0,,8.316666666666666,
13082,46,5,2,20,5644,0.2855995175413429,0.13250795816796712,0.09971112537182317,0.0,151.0889747432964,47102.0,99.0,,8.233333333333334,
13088,46,5,2,30,5644,1.0551217384680471,0.13250795816796712,0.0,0.0,145.13427834510827,47103.0,99.0,,8.15,
13094,46,5,2,40,5644,0.0,0.09971112537182317,0.18918694365574484,0.0,169.23248317311268,47104.0,99.0,,8.066666666666666,
13100,46,5,2,50,5644,0.0,0.0,0.0,0.0,154.04951458377502,47105.0,99.0,,7.983333333333333,
